Pub Med ID,Answers,MoA
21315807,There is no drug being evaluated in this study. The article describes the role of dopamine transporter gene expression and nicotine on P50 sensory gating in healthy individuals with varying genetic expression of the dopamine transporter.,Agonist
32087425,The receptor(s) are: glucagon-like-peptide-1 (GLP-1). The subtype(s) are: GLP-1 receptor agonist. The binding mode(s) are: agonist. Therefore the mechanism of action is: GLP-1 receptor agonist.,Agonist
3517082,"The mechanism of action for clonidine is binding to and activating alpha-2 adrenergic receptors, leading to decreased sympathetic activity. The article does not specify any other receptor subtypes being evaluated with clonidine.",Agonist
31283908,"The mechanism of action(s) and receptor subtype(s) are: 
- Cannabinoid receptor agonists: CB1 receptor
- Nicotinic receptor agonists: Nicotinic acetylcholine receptor (nAChR) 
The binding mode(s) are not specified in the abstract.",Agonist
17952411,None,Agonist
19961902,"The drug being evaluated in the study is nicotine, which targets nicotinic receptors. The article also discusses the influence of dopamine D2 receptor gene polymorphisms on P50 and its inhibition during nicotine administration. Therefore, the receptors being evaluated are nicotinic receptors and dopamine D2 receptors. The binding mode for nicotine is agonist.",Agonist
18037816,"The drug being evaluated here is nicotine, which binds to nicotinic receptors. There is no specific subtype mentioned in the article. Therefore, the mechanism of action is nicotinic receptor agonist.",Agonist
19556112,The article is not investigating a drug or evaluating a mechanism of action or receptor subtype. It is studying the effects of oral glycine administration on brain glycine/creatine ratios in healthy men using proton magnetic resonance spectroscopy.,Agonist
33196868,The receptor(s) are: dopamine. The subtype(s) are: D2/D3. The binding mode(s) are: agonist/partial agonist. Therefore the mechanism of action is: D2/D3 receptor agonist/partial agonist.,Agonist
18579575,"There are no drugs being evaluated in this article, so there are no mechanism of action(s) or receptor subtype(s) to identify.",Agonist
23744798,"The drug being evaluated is nicotine, which is a nicotinic agonist. The target receptors are nicotinic receptors.",Agonist
7991724,"There are no drugs being evaluated in this article, so there are no target receptors or mechanisms of action discussed.",Agonist
27237598,"The drugs being evaluated in this study are transdermal nicotine patches and varenicline. The mechanism of action of transdermal nicotine patches is to deliver nicotine through the skin to help reduce cravings and withdrawal symptoms associated with nicotine addiction. Varenicline works by binding to nicotine receptors in the brain, reducing the pleasurable effects of smoking and decreasing the severity of withdrawal symptoms. Therefore, the target of the chemical reaction for transdermal nicotine patches is nicotine receptors, and for varenicline, it is also nicotine receptors. However, the specific receptor subtype(s) are not mentioned in the article.",Agonist
18611293,"There are no specific drugs mentioned in this article. Therefore, there is no information available to answer this question.",Agonist
8968299,"The drug being evaluated is ephedrine, which is an alpha-adrenergic agonist. The receptor subtype(s) targeted by the drug are alpha-adrenergic receptors.",Agonist
8102552,The mechanism of action for selegiline is selective monoamine oxidase B inhibitor and antioxidant. There is no specific receptor subtype mentioned in the article.,Agonist
18261886,The article does not mention the mechanism of action or receptor subtype of the drug olanzapine. The study is focused on the analysis of D-serine and glycine concentrations in cerebrospinal fluid in schizophrenic patients and how they are affected by olanzapine therapy.,Agonist
23535252,"There are no drugs being directly evaluated in this article. The study looks at the effects of nicotine and how it modulates sensory gating and cognitive processing based on the COMT genotype. The study also calculates the enzymatic activity of COMT, which is responsible for regulating dopamine levels in the brain. Therefore, the mechanism of action in this study relates to the genetic variation in COMT and its impact on the dopaminergic system.",Agonist
20973856,"There are multiple drugs mentioned in the article and their mechanisms of action are not the focus of the study. Bupropion SR and nicotine replacement therapies (patch and lozenge) are mentioned as smoking cessation pharmacotherapies, but the article does not specify their mechanisms of action or receptor subtypes targeted.",Agonist
8794491,The receptor(s) are: dopamine and norepinephrine. The subtype(s) are: N/A. The binding mode(s) are: agonist. Therefore the mechanism of action is dopamine and norepinephrine agonist.,Agonist
17976537,"The mechanism of action is: nicotine, a nicotinic agonist. The receptor subtype is: nicotinic receptors.",Agonist
29076028,"The drug being evaluated is BI 425809, which is a GlyT1 inhibitor targeting glycine transporter 1. There is no specific receptor subtype mentioned in the article. Therefore, the mechanism of action is inhibiting glycine transport to improve NMDA receptor hypofunction.",Agonist
29846887,"The receptor(s) are: glycine transporter 1 and N-methyl-D-aspartate (NMDA) receptor. The subtype(s) are: N/A. The binding mode(s) are: inhibitor. Therefore the mechanism of action is: glycine transporter 1 inhibitor, potentially improving NMDA receptor function.",Agonist
29302713,"The mechanism of action and receptor subtype(s) of psilocybin are not explicitly stated in the article. However, it is mentioned that psilocybin is a psychedelic with 5-HT (serotonin) activity.",Agonist
22451196,The receptor(s) are: dopamine and serotonin. The subtype(s) are: D3/D2 and 5-HT1A. The binding mode(s) are: partial agonist. Therefore the mechanism of action is: dopamine D3-preferring D3/D2 receptor partial agonist and serotonin 5-HT1A receptor partial agonist.,Agonist
15261701,"The drug being evaluated in the study is bromocriptine, which is a dopamine D2 receptor agonist. The mechanism of action is therefore D2 receptor agonist.",Agonist
8888383,The receptor(s) are: dopamine. The subtype(s) are: N/A. The binding mode(s) are: indirect agonist. Therefore the mechanism of action is indirect dopamine agonist. The drugs being evaluated with are amphetamine and nicotine.,Agonist
15358983,The receptor(s) are: dopamine D2. The subtype(s) are: N/A. The binding mode(s) are: precursor and agonist. Therefore the mechanism of action is: dopamine precursor (L-dopa) and dopamine D2 receptor agonist (bromocriptine).,Agonist
19026256,The article does not mention a specific mechanism of action or receptor subtype for ziprasidone.,Agonist
3534900,The receptor(s) are: a2-adrenergic. The subtype(s) are: N/A. The binding mode(s) are: agonist. Therefore the mechanism of action is: a2-adrenergic receptor agonist.,Agonist
8731458,"There are no drugs being evaluated in this article. The article discusses the intracellular calcium responses to serotonin in patients with depression, schizophrenia, and substance abuse.",Agonist
8394651,"The drug being evaluated is clozapine, which is a potent serotonin antagonist. The receptor subtype being targeted is the serotonin receptor. The specific subtype(s) are not mentioned in the article.",Agonist
8642546,"The mechanism of action is related to inositol metabolism involved in the second messenger system for several muscarinic cholinergic receptors. However, there is no specific drug being evaluated in this study.",Agonist
3209717,"The drugs being evaluated in this article are: a dopamine agonist (bromocriptine), a dopamine antagonist (haloperidol), a cholinergic agonist (physostigmine), and a cholinergic antagonist (benztropine). The mechanism of action and receptor subtypes vary depending on the drug. Bromocriptine targets dopamine receptors as an agonist. Haloperidol targets dopamine receptors as an antagonist. Physostigmine targets cholinergic receptors as an agonist. Benztropine targets cholinergic receptors as an antagonist.",Agonist
23785166,The receptor(s) are: serotonin. The subtype(s) are: 5-HT2A. The binding mode(s) are: agonist for psilocybin and antagonist for ketanserin. Therefore the mechanism of action for psilocybin is: serotonin 5-HT2A receptor agonist. The mechanism of action for ketanserin is: selective antagonist of 5-HT2A receptors.,Agonist
15009821,The mechanism of action is dopamine agonist. The receptor subtype(s) are dopamine receptors.,Agonist
12212663,"The drugs being evaluated in this study are clonidine and yohimbine, both of which are alpha2 noradrenergic agents. The receptor subtype being targeted is the alpha2 adrenergic receptor. The binding mode is not explicitly stated in the abstract, but clonidine is known to be an agonist and yohimbine an antagonist of this receptor subtype. The overall mechanism of action is therefore: alpha2 adrenergic receptor agonist/antagonist.",Agonist
16614537,"The drug(s) being evaluated in this study are vitamin B6 and mianserin. However, the article does not provide information on the specific receptor subtype(s) or mechanism(s) of action targeted by these drugs.",Agonist
3049101,The receptor(s) are: dopamine. The subtype(s) are: mixed agonistic/antagonistic (not specified). The binding mode(s) are: mixed agonistic/antagonistic. Therefore the mechanism of action is: dopamine mixed agonistic/antagonistic.,Agonist
10836287,The drug being evaluated is ipatropium bromide (IPB) and its mechanism of action is a muscarinic antagonist. The target of the chemical reaction is acetylcholine receptors in salivary glands. There are no specific receptor subtypes mentioned in this article.,Agonist
11814535,The receptor(s) are: serotonin. The subtype(s) are: mixed 5-HT. The binding mode(s) are: agonist/antagonist. Therefore the mechanism of action is: mixed 5-HT receptor agonist/antagonist.,Agonist
15554771,"The drug being evaluated is vitamin B6, which does not act on a specific receptor subtype or involve a chemical reaction. It is a dietary supplement that has been found to be effective in the treatment of neuroleptic-induced movement disorders.",Agonist
16195121,"The receptor(s) are: dopamine and serotonin. The subtype(s) are: N/A. The binding mode(s) are: N/A. The drugs being evaluated are: olanzapine, risperidone, perphenazine, and buspirone. Therefore, the mechanism of action is not clear and may involve multiple receptors and binding modes.",Agonist
