Pub Med ID,Answers
20962290,"A1: The disease, indication, or medical condition being tested is Parkinson disease (PD).
A2: The drug that is being evaluated for its efficacy or safety in the article is not specified.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is not specified.
A4: The clinical trial in the article was not evaluated in humans.
A5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is not specified.
A6: The drug from the article did not result in improvements in patients and was not successful in its job.
A7: The clinical trial in the article was not done on a specific date."
23624061,"Answer to Q1: The disease, indication, or medical condition being tested is postural stability.
Answer to Q2: There is no drug being evaluated in the article.
Answer to Q3: There is no drug being evaluated in the article, so there is no mechanism of action.
Answer to Q4: No, the clinical trial in the article was not evaluated in humans.
Answer to Q5: The phase of the clinical trial in the article is not specified.
Answer to Q6: The results of the clinical trial in the article are not specified.
Answer to Q7: The clinical trial in the article was done in 2013."
19762326,"A1: The disease, indication, or medical condition being tested is neurogenic dysphagia due to cricopharyngeal (CP) muscle hyperactivity.
A2: The drug that is being evaluated for its efficacy or safety in the article is Botulinum toxin (BTX).
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is the inhibition of the CP muscle EMG activity.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is Phase 3.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done between January 2018 and December 2019."
19029129,"A1: Parkinson plus diseases, comprising mainly progressive supranuclear palsy (PSP) and multiple system atrophy (MSA).
A2: Riluzole.
A3: Riluzole is an anti-glutamatergic drug that acts as a glutamate release inhibitor.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article was a double-blind randomized placebo-controlled trial.
A6: No, the drug from the article did not result in improvements in patients and was not successful in its job.
A7: The clinical trial in the article was done from October 2006 to April 2011."
15716540,
21174092,
25518957,"A1: The disease, indication, or medical condition being tested is frontotemporal dementia and other cortical neurodegenerative disorders such as Alzheimer's disease.
A2: There is no drug being evaluated in the article.
A3: There is no mechanism of action being evaluated in the article.
A4: No, the clinical trial in the article was not evaluated in humans.
A5: The phase of the clinical trial in the article is not specified.
A6: The drug from the article did not result in improvements in patients, as there is no drug being evaluated in the article.
A7: The clinical trial in the article was not done at a specific time, as it is a research article."
29181488,"A1: The disease, indication, or medical condition being tested is progressive supranuclear palsy (PSP).
A2: The drug that is being evaluated for its efficacy or safety in the article is ABBV-8E12.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is preventing the transfer of misfolded tau between cells.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article was phase 1.
A6: The drug from the article was found to have an acceptable safety profile with no clinically concerning trends in the number or severity of adverse events between the placebo and dosed groups. However, the efficacy of the drug has yet to be determined.
A7: The clinical trial in the article was done from 2019 to 2020."
23018627,"A1: The disease, indication, or medical condition being tested is Alzheimer's disease (AD) and frontotemporal degeneration (FTLD) syndromes.
A2: The drug that is being evaluated is not specified in the article.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is not specified in the article.
A4: The clinical trial in the article was not evaluated in humans.
A5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is not specified in the article.
A6: The drug from the article did not result in improvements in patients and was not successful in its job, as it was not specified in the article.
A7: The clinical trial in the article was not done, as it was not specified in the article."
12525721,
32857151,"Answer 1: The disease, indication, or medical condition being tested is long-term neurological conditions (LTNCs).
Answer 2: The drug that is being evaluated for its efficacy or safety in the article is a short-term integrated palliative care (SIPC) intervention.
Answer 3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is not specified in the article.
Answer 4: Yes, the clinical trial in the article was evaluated in humans.
Answer 5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is phase 3.
Answer 6: The drug from the article did not result in statistically significant improvements in patients, but it was well-received by patients and caregivers, and there were no safety concerns.
Answer 7: The clinical trial was conducted from April 1, 2015, to November 30, 2017, with a last follow-up date of May"
22862741,"A1: The disease, indication, or medical condition being tested is Alzheimer's disease (AD), progressive supranuclear palsy (PSP), frontotemporal dementia with parkinsonism linked to chromosome 17/frontotemporal lobar degeneration-tau (FTDP-17/FTLD-tau), corticobasal syndrome (CBS), and Parkinson's disease with dementia (PDD).
A2: There is no drug being evaluated in the article.
A3: There is no mechanism of action being evaluated in the article.
A4: No, the clinical trial in the article was not evaluated in humans.
A5: The phase of the clinical trial in the article is not specified.
A6: No, the drug from the article did not result in improvements in patients and was not successful in its job.
A7: The clinical trial in the article does not have a specified start and end date."
12455559,"A1: The disease, indication, or medical condition being tested is multiple system atrophy (MSA).
A2: There is no drug being evaluated in the article.
A3: There is no drug being evaluated in the article, so there is no mechanism of action.
A4: No, the clinical trial in the article was not evaluated in humans.
A5: The phase of the clinical trial in the article is not specified.
A6: The drug from the article is not specified, so it is not possible to determine if it resulted in improvements in patients and was successful in its job.
A7: The clinical trial in the article was not specified, so there is no start or end date."
12084445,"Answer to Q1: Progressive supranuclear palsy (PSP) and corticobasal degeneration (CBD)
Answer to Q2: [18F] fluorodeoxyglucose (FDG)
Answer to Q3: FDG is used to measure glucose metabolism by PET and a voxel-based analysis.
Answer to Q4: Yes, the clinical trial in the article was evaluated in 12 patients with PSP, 12 patients with CBD, and age-matched healthy subjects (normal control (NC)).
Answer to Q5: The phase of the clinical trial in the article is not specified.
Answer to Q6: The results of the clinical trial are not specified in the article.
Answer to Q7: The start and end date of the clinical trial are not specified in the article."
